nameWithOwner,sshUrl,starsCount,releasesCount,ageInYears,loc,comments
zlt2000/microservices-platform,git@github.com:zlt2000/microservices-platform.git,2994,23,2.506849315068493,53170,10995
Marswin/MarsDaemon,git@github.com:Marswin/MarsDaemon.git,2993,0,5.706849315068493,1701,404
stephanenicolas/robospice,git@github.com:stephanenicolas/robospice.git,2992,1,8.972602739726028,20931,3678
spockframework/spock,git@github.com:spockframework/spock.git,2979,12,10.745205479452055,55414,18411
Polidea/RxAndroidBle,git@github.com:Polidea/RxAndroidBle.git,2979,45,5.594520547945206,24785,3540
burhanrashid52/PhotoEditor,git@github.com:burhanrashid52/PhotoEditor.git,2976,13,3.6246575342465754,7312,1075
PowerJob/PowerJob,git@github.com:PowerJob/PowerJob.git,2975,32,1.4794520547945205,22845,24544
Red5/red5-server,git@github.com:Red5/red5-server.git,2968,45,7.8054794520547945,16480,6924
lenve/JavaEETest,git@github.com:lenve/JavaEETest.git,2967,0,4.736986301369863,303405,25910
immutables/immutables,git@github.com:immutables/immutables.git,2966,6,8.175342465753424,71287,25786
jd-alexander/LikeButton,git@github.com:jd-alexander/LikeButton.git,2960,14,5.712328767123288,1146,157
didi/LogiKM,git@github.com:didi/LogiKM.git,2960,11,1.4712328767123288,79583,6180
jasonross/Nuwa,git@github.com:jasonross/Nuwa.git,2958,0,5.8273972602739725,282,27
jbloch/effective-java-3e-source-code,git@github.com:jbloch/effective-java-3e-source-code.git,2958,0,3.095890410958904,3292,743
android-notes/Cockroach,git@github.com:android-notes/Cockroach.git,2957,1,4.564383561643836,1880,110
yui/yuicompressor,git@github.com:yui/yuicompressor.git,2954,1,12.764383561643836,20430,6100
mplushnikov/lombok-intellij-plugin,git@github.com:mplushnikov/lombok-intellij-plugin.git,2948,116,7.9150684931506845,57221,1745
zaaach/CityPicker,git@github.com:zaaach/CityPicker.git,2939,2,5.531506849315068,2564,132
zendesk/maxwell,git@github.com:zendesk/maxwell.git,2933,175,6.578082191780822,22793,963
WeiYe-Jing/datax-web,git@github.com:WeiYe-Jing/datax-web.git,2932,5,1.8027397260273972,20584,7400
udacity/Sunshine-Version-2,git@github.com:udacity/Sunshine-Version-2.git,2931,0,6.515068493150685,2767,1073
CheckChe0803/flink-recommandSystem-demo,git@github.com:CheckChe0803/flink-recommandSystem-demo.git,2927,0,2.317808219178082,11418,517
mxdldev/android-mvp-mvvm-flytour,git@github.com:mxdldev/android-mvp-mvvm-flytour.git,2921,11,2.7041095890410958,19500,2753
java8/Java8InAction,git@github.com:java8/Java8InAction.git,2920,0,7.863013698630137,3703,355
MindorksOpenSource/PRDownloader,git@github.com:MindorksOpenSource/PRDownloader.git,2920,5,3.824657534246575,4240,1072
florent37/ShapeOfView,git@github.com:florent37/ShapeOfView.git,2918,0,3.5534246575342467,3995,55
yarolegovich/SlidingRootNav,git@github.com:yarolegovich/SlidingRootNav.git,2912,1,4.4520547945205475,1230,63
KeepSafe/dexcount-gradle-plugin,git@github.com:KeepSafe/dexcount-gradle-plugin.git,2908,18,6.265753424657534,6264,1616
trojan-gfw/igniter,git@github.com:trojan-gfw/igniter.git,2907,32,2.83013698630137,9274,438
yusugomori/DeepLearning,git@github.com:yusugomori/DeepLearning.git,2905,0,8.687671232876712,6807,535
javaee/jersey,git@github.com:javaee/jersey.git,2903,30,9.312328767123288,327171,252950
jacoco/jacoco,git@github.com:jacoco/jacoco.git,2900,43,9.169863013698631,52191,20884
ZieIony/Carbon,git@github.com:ZieIony/Carbon.git,2899,2,6.5917808219178085,57923,4277
edmodo/cropper,git@github.com:edmodo/cropper.git,2897,0,8.126027397260273,1329,674
ManuelPeinado/FadingActionBar,git@github.com:ManuelPeinado/FadingActionBar.git,2896,0,8.293150684931506,2580,688
JackyAndroid/AndroidChromium,git@github.com:JackyAndroid/AndroidChromium.git,2893,2,5.1808219178082195,159932,57936
googlesamples/android-vision,git@github.com:googlesamples/android-vision.git,2892,0,6.189041095890411,7906,4329
react-native-share/react-native-share,git@github.com:react-native-share/react-native-share.git,2885,62,5.942465753424657,4708,668
FasterXML/jackson-databind,git@github.com:FasterXML/jackson-databind.git,2883,0,9.715068493150685,6727752,851744
geftimov/android-pathview,git@github.com:geftimov/android-pathview.git,2882,2,6.635616438356164,1294,472
KunMinX/Linkage-RecyclerView,git@github.com:KunMinX/Linkage-RecyclerView.git,2880,0,2.3808219178082193,3595,1054
YahooArchive/anthelion,git@github.com:YahooArchive/anthelion.git,2878,0,5.868493150684931,235790,43831
race604/FlyRefresh,git@github.com:race604/FlyRefresh.git,2878,2,6.284931506849315,2117,108
evrencoskun/TableView,git@github.com:evrencoskun/TableView.git,2875,12,4.238356164383561,7017,3956
saulmm/Android-Material-Examples,git@github.com:saulmm/Android-Material-Examples.git,2874,0,6.906849315068493,1764,169
ballerina-platform/ballerina-lang,git@github.com:ballerina-platform/ballerina-lang.git,2873,94,4.810958904109589,487707,155668
dingjikerbo/Android-BluetoothKit,git@github.com:dingjikerbo/Android-BluetoothKit.git,2871,0,5.920547945205479,9337,727
subhra74/xdm,git@github.com:subhra74/xdm.git,2869,3,3.5342465753424657,45446,4637
baomidou/dynamic-datasource-spring-boot-starter,git@github.com:baomidou/dynamic-datasource-spring-boot-starter.git,2868,6,3.3643835616438356,3832,1877
ltsopensource/light-task-scheduler,git@github.com:ltsopensource/light-task-scheduler.git,2866,29,6.876712328767123,92023,9537
NotFound9/interviewGuide,git@github.com:NotFound9/interviewGuide.git,2865,0,5.3863013698630136,825,34
guolindev/booksource,git@github.com:guolindev/booksource.git,2865,0,4.928767123287671,8326,664
gouthampradhan/leetcode,git@github.com:gouthampradhan/leetcode.git,2863,0,4.501369863013698,18934,11109
donglua/PhotoPicker,git@github.com:donglua/PhotoPicker.git,2861,13,6.208219178082191,3151,512
nic-delhi/AarogyaSetu_Android,git@github.com:nic-delhi/AarogyaSetu_Android.git,2856,0,1.284931506849315,12527,569
watabou/pixel-dungeon,git@github.com:watabou/pixel-dungeon.git,2855,0,7.123287671232877,40817,8702
iwgang/CountdownView,git@github.com:iwgang/CountdownView.git,2854,3,5.909589041095891,4167,406
vaticle/typedb,git@github.com:vaticle/typedb.git,2853,71,5.158904109589041,48670,7824
SpecialCyCi/AndroidResideMenu,git@github.com:SpecialCyCi/AndroidResideMenu.git,2851,7,7.736986301369863,1080,345
openaphid/android-flip,git@github.com:openaphid/android-flip.git,2851,0,9.301369863013699,4894,1102
alibaba/QLExpress,git@github.com:alibaba/QLExpress.git,2850,0,4.484931506849315,14843,1537
nanchen2251/RxJava2Examples,git@github.com:nanchen2251/RxJava2Examples.git,2849,0,4.221917808219178,4230,965
obsidiandynamics/kafdrop,git@github.com:obsidiandynamics/kafdrop.git,2847,41,2.2849315068493152,6272,932
jiangqqlmj/FastDev4Android,git@github.com:jiangqqlmj/FastDev4Android.git,2847,4,5.882191780821918,20054,7476
CrawlScript/WebCollector,git@github.com:CrawlScript/WebCollector.git,2840,0,7.161643835616438,5287,3676
bmelnychuk/AndroidTreeView,git@github.com:bmelnychuk/AndroidTreeView.git,2836,0,6.575342465753424,3157,382
jprante/elasticsearch-jdbc,git@github.com:jprante/elasticsearch-jdbc.git,2835,19,9.26849315068493,15652,2956
osmandapp/OsmAnd,git@github.com:osmandapp/OsmAnd.git,2835,1,10.652054794520549,901730,54521
yanzhenjie/AndServer,git@github.com:yanzhenjie/AndServer.git,2831,0,5.235616438356164,13964,8089
apollographql/apollo-android,git@github.com:apollographql/apollo-android.git,2830,69,4.945205479452055,103246,11928
w446108264/XhsEmoticonsKeyboard,git@github.com:w446108264/XhsEmoticonsKeyboard.git,2830,7,6.512328767123288,7054,234
JulienGenoud/android-percent-support-lib-sample,git@github.com:JulienGenoud/android-percent-support-lib-sample.git,2827,2,6.205479452054795,679,94
jindrapetrik/jpexs-decompiler,git@github.com:jindrapetrik/jpexs-decompiler.git,2823,114,7.3342465753424655,315511,121650
sunfusheng/StickyHeaderListView,git@github.com:sunfusheng/StickyHeaderListView.git,2819,0,5.380821917808219,3377,365
AweiLoveAndroid/CommonDevKnowledge,git@github.com:AweiLoveAndroid/CommonDevKnowledge.git,2817,0,3.7315068493150685,1034,726
alibaba/Alink,git@github.com:alibaba/Alink.git,2817,10,2.9397260273972603,172218,22271
szerhusenBC/jwt-spring-security-demo,git@github.com:szerhusenBC/jwt-spring-security-demo.git,2809,3,5.471232876712329,1361,61
square/flow,git@github.com:square/flow.git,2803,0,7.989041095890411,3833,1931
mzule/ActivityRouter,git@github.com:mzule/ActivityRouter.git,2803,3,5.419178082191781,1234,139
VaughnVernon/IDDD_Samples,git@github.com:VaughnVernon/IDDD_Samples.git,2793,0,8.419178082191781,36937,7732
tronprotocol/java-tron,git@github.com:tronprotocol/java-tron.git,2793,59,3.7013698630136984,285883,27614
florent37/ExpectAnim,git@github.com:florent37/ExpectAnim.git,2784,1,4.5479452054794525,2968,203
FinalTeam/RxGalleryFinal,git@github.com:FinalTeam/RxGalleryFinal.git,2783,1,5.380821917808219,9629,2974
LandGrey/SpringBootVulExploit,git@github.com:LandGrey/SpringBootVulExploit.git,2781,0,1.3013698630136987,1135,76
jenkinsci/blueocean-plugin,git@github.com:jenkinsci/blueocean-plugin.git,2778,27,5.627397260273972,118466,16741
DiUS/java-faker,git@github.com:DiUS/java-faker.git,2778,0,10.263013698630138,8541,1174
spring-cloud/spring-cloud-kubernetes,git@github.com:spring-cloud/spring-cloud-kubernetes.git,2776,0,4.734246575342466,22675,6558
JoanZapata/android-pdfview,git@github.com:JoanZapata/android-pdfview.git,2776,0,8.8,3317,904
JakeWharton/scalpel,git@github.com:JakeWharton/scalpel.git,2774,0,7.673972602739726,771,71
Tencent/MSEC,git@github.com:Tencent/MSEC.git,2773,0,4.778082191780822,430026,129465
Teevity/ice,git@github.com:Teevity/ice.git,2772,3,8.235616438356164,10498,2211
JCTools/JCTools,git@github.com:JCTools/JCTools.git,2772,15,7.83013698630137,36378,11132
google/binnavi,git@github.com:google/binnavi.git,2766,3,6.057534246575343,2192239,176615
apache/nifi,git@github.com:apache/nifi.git,2765,0,6.742465753424658,1017441,277601
airbnb/airpal,git@github.com:airbnb/airpal.git,2760,0,7.347945205479452,12647,1286
bin456789/Unblock163MusicClient-Xposed,git@github.com:bin456789/Unblock163MusicClient-Xposed.git,2759,13,5.652054794520548,2742,56
googlearchive/android-Camera2Basic,git@github.com:googlearchive/android-Camera2Basic.git,2754,0,7.205479452054795,1752,1040
Nightonke/WoWoViewPager,git@github.com:Nightonke/WoWoViewPager.git,2748,0,5.517808219178082,9948,1979
north2016/T-MVP,git@github.com:north2016/T-MVP.git,2746,0,5.3342465753424655,7450,999
Yalantis/GuillotineMenu-Android,git@github.com:Yalantis/GuillotineMenu-Android.git,2745,2,6.235616438356164,552,30
RipMeApp/ripme,git@github.com:RipMeApp/ripme.git,2625,126,4.671232876712328,23796,3529
florent37/ViewAnimator,git@github.com:florent37/ViewAnimator.git,2624,3,5.715068493150685,2054,240
jjoe64/GraphView,git@github.com:jjoe64/GraphView.git,2624,1,10.186301369863013,3885,3163
liangfeidotme/MasteringAndroidDataBinding,git@github.com:liangfeidotme/MasteringAndroidDataBinding.git,2620,0,6.271232876712329,2146,88
wildfly/wildfly,git@github.com:wildfly/wildfly.git,2620,18,11.172602739726027,846329,344362
arcadefire/nice-spinner,git@github.com:arcadefire/nice-spinner.git,2620,18,6.104109589041096,947,92
EverythingMe/overscroll-decor,git@github.com:EverythingMe/overscroll-decor.git,2618,0,5.7972602739726025,3012,513
nisrulz/sensey,git@github.com:nisrulz/sensey.git,2617,13,5.824657534246575,4242,927
siyamed/android-shape-imageview,git@github.com:siyamed/android-shape-imageview.git,2616,2,7.021917808219178,3540,142
getActivity/XXPermissions,git@github.com:getActivity/XXPermissions.git,2614,39,3.232876712328767,1745,631
Pay-Group/best-pay-sdk,git@github.com:Pay-Group/best-pay-sdk.git,2613,3,4.517808219178082,3643,1541
jackpal/Android-Terminal-Emulator,git@github.com:jackpal/Android-Terminal-Emulator.git,2612,0,11.016438356164384,18570,5495
apache/curator,git@github.com:apache/curator.git,2611,0,7.52054794520548,62210,24507
r0adkll/Slidr,git@github.com:r0adkll/Slidr.git,2603,5,7.057534246575343,2539,794
cyrilmottier/GreenDroid,git@github.com:cyrilmottier/GreenDroid.git,2601,0,11.33972602739726,231422,8443
pushtorefresh/storio,git@github.com:pushtorefresh/storio.git,2600,30,7.024657534246575,42122,7314
googlearchive/android-ConstraintLayoutExamples,git@github.com:googlearchive/android-ConstraintLayoutExamples.git,2600,1,4.52054794520548,9367,2356
florent37/DiagonalLayout,git@github.com:florent37/DiagonalLayout.git,2595,0,4.901369863013699,1017,15
pchmn/MaterialChipsInput,git@github.com:pchmn/MaterialChipsInput.git,2595,7,4.402739726027397,2726,388
simple-android-framework/android_design_patterns_analysis,git@github.com:simple-android-framework/android_design_patterns_analysis.git,2594,0,6.528767123287671,256,113
strimzi/strimzi-kafka-operator,git@github.com:strimzi/strimzi-kafka-operator.git,2590,86,5.342465753424658,316924,26900
huazhiyuan2008/RecyclerViewCardGallery,git@github.com:huazhiyuan2008/RecyclerViewCardGallery.git,2590,0,5.019178082191781,549,107
AltBeacon/android-beacon-library,git@github.com:AltBeacon/android-beacon-library.git,2589,87,7.117808219178082,12748,4256
spring-projects/spring-loaded,git@github.com:spring-projects/spring-loaded.git,2588,0,8.756164383561643,45544,15486
ldoublem/LoadingView,git@github.com:ldoublem/LoadingView.git,2583,0,5.2164383561643834,5229,158
GeyserMC/Geyser,git@github.com:GeyserMC/Geyser.git,2582,0,2.16986301369863,37156,20210
mihaip/dex-method-counts,git@github.com:mihaip/dex-method-counts.git,2582,0,7.35068493150685,1088,511
yangchong211/LifeHelper,git@github.com:yangchong211/LifeHelper.git,2575,0,3.9452054794520546,63710,12037
deano2390/MaterialShowcaseView,git@github.com:deano2390/MaterialShowcaseView.git,2574,14,6.095890410958904,2676,236
spotify/docker-maven-plugin,git@github.com:spotify/docker-maven-plugin.git,2573,0,7.210958904109589,5025,895
Twitter4J/Twitter4J,git@github.com:Twitter4J/Twitter4J.git,2572,1,12.38082191780822,32837,18028
ata4/disunity,git@github.com:ata4/disunity.git,2572,15,8.136986301369863,4919,1567
brianway/webporter,git@github.com:brianway/webporter.git,2560,1,4.789041095890411,1682,142
dlew/joda-time-android,git@github.com:dlew/joda-time-android.git,2559,29,7.668493150684932,8372,749
jaydenxiao2016/AndroidFire,git@github.com:jaydenxiao2016/AndroidFire.git,2559,0,4.950684931506849,30485,5712
kabouzeid/Phonograph,git@github.com:kabouzeid/Phonograph.git,2556,0,6.515068493150685,39654,1694
rubenlagus/TelegramBots,git@github.com:rubenlagus/TelegramBots.git,2555,67,5.652054794520548,25697,5686
prontera/spring-cloud-rest-tcc,git@github.com:prontera/spring-cloud-rest-tcc.git,2555,0,5.764383561643836,5138,794
esoxjem/MovieGuide,git@github.com:esoxjem/MovieGuide.git,2554,0,5.758904109589041,2930,241
yingLanNull/ShadowImageView,git@github.com:yingLanNull/ShadowImageView.git,2551,0,4.457534246575342,485,76
facebookarchive/device-year-class,git@github.com:facebookarchive/device-year-class.git,2546,2,6.512328767123288,513,201
LuckyJayce/ViewPagerIndicator,git@github.com:LuckyJayce/ViewPagerIndicator.git,2544,16,6.912328767123288,4945,688
bitcoin-wallet/bitcoin-wallet,git@github.com:bitcoin-wallet/bitcoin-wallet.git,2540,18,9.443835616438356,36971,3691
KeepSafe/ReLinker,git@github.com:KeepSafe/ReLinker.git,2536,12,5.901369863013699,1367,407
AlexLiuSheng/CheckVersionLib,git@github.com:AlexLiuSheng/CheckVersionLib.git,2534,10,4.958904109589041,4681,542
ikarus23/MifareClassicTool,git@github.com:ikarus23/MifareClassicTool.git,2529,0,8.572602739726028,13698,5322
ngbdf/redis-manager,git@github.com:ngbdf/redis-manager.git,2528,13,3.3095890410958906,30634,3621
VerbalExpressions/JavaVerbalExpressions,git@github.com:VerbalExpressions/JavaVerbalExpressions.git,2524,9,8.126027397260273,1565,486
Cleveroad/SlidingTutorial-Android,git@github.com:Cleveroad/SlidingTutorial-Android.git,2519,0,5.917808219178082,3408,1206
aistrate/AlgorithmsSedgewick,git@github.com:aistrate/AlgorithmsSedgewick.git,2519,0,9.75068493150685,16245,8720
mxn21/FlowingDrawer,git@github.com:mxn21/FlowingDrawer.git,2519,0,6.071232876712329,6312,467
nextcloud/android,git@github.com:nextcloud/android.git,2516,164,5.254794520547946,159447,30754
ddd-by-examples/library,git@github.com:ddd-by-examples/library.git,2515,0,2.6575342465753424,6232,24
sucese/android-open-source-project-analysis,git@github.com:sucese/android-open-source-project-analysis.git,2513,0,4.536986301369863,8695,1112
romainguy/ViewServer,git@github.com:romainguy/ViewServer.git,2509,0,10.175342465753424,644,190
sofastack/sofa-jraft,git@github.com:sofastack/sofa-jraft.git,2502,18,2.515068493150685,104826,36600
grishka/Houseclub,git@github.com:grishka/Houseclub.git,2501,10,0.5452054794520548,4218,84
jeecgboot/JimuReport,git@github.com:jeecgboot/JimuReport.git,2500,0,1.7589041095890412,3197,266
CaffeineMC/sodium-fabric,git@github.com:CaffeineMC/sodium-fabric.git,2499,6,1.6,13403,1530
oracle/helidon,git@github.com:oracle/helidon.git,2498,46,3.032876712328767,357731,183774
iPaulPro/Android-ItemTouchHelper-Demo,git@github.com:iPaulPro/Android-ItemTouchHelper-Demo.git,2497,3,6.235616438356164,429,370
spotify/dockerfile-maven,git@github.com:spotify/dockerfile-maven.git,2497,14,5.482191780821918,2279,1140
bingoogolapple/BGABadgeView-Android,git@github.com:bingoogolapple/BGABadgeView-Android.git,2492,0,6.175342465753425,1940,424
johannilsson/android-pulltorefresh,git@github.com:johannilsson/android-pulltorefresh.git,2491,0,10.668493150684931,514,98
real-logic/simple-binary-encoding,git@github.com:real-logic/simple-binary-encoding.git,2489,71,8.016438356164384,47771,7403
rememberber/WePush,git@github.com:rememberber/WePush.git,2489,49,4.210958904109589,25679,3295
gcacace/android-signaturepad,git@github.com:gcacace/android-signaturepad.git,2488,0,7.473972602739726,1036,137
sd6352051/NiftyDialogEffects,git@github.com:sd6352051/NiftyDialogEffects.git,2487,3,7.109589041095891,940,342
voldemort/voldemort,git@github.com:voldemort/voldemort.git,2486,10,12.27945205479452,189729,41448
balysv/material-menu,git@github.com:balysv/material-menu.git,2484,20,7.167123287671233,1299,177
JsonChao/Awesome-WanAndroid,git@github.com:JsonChao/Awesome-WanAndroid.git,2483,8,3.5013698630136987,17965,3403
JakeWharton/Telecine,git@github.com:JakeWharton/Telecine.git,2482,17,6.882191780821918,2312,135
AxonFramework/AxonFramework,git@github.com:AxonFramework/AxonFramework.git,2481,84,9.772602739726027,112156,60721
jOOQ/jOOR,git@github.com:jOOQ/jOOR.git,2481,0,9.698630136986301,5922,2534
nico2sh/materialish-progress,git@github.com:nico2sh/materialish-progress.git,2479,0,6.816438356164384,907,192
Ramotion/paper-onboarding-android,git@github.com:Ramotion/paper-onboarding-android.git,2479,0,5.372602739726028,922,148
githubwing/ZoomHeader,git@github.com:githubwing/ZoomHeader.git,2477,0,4.756164383561644,1072,86
elye/loaderviewlibrary,git@github.com:elye/loaderviewlibrary.git,2471,0,5.035616438356165,547,94
tianshiyeben/wgcloud,git@github.com:tianshiyeben/wgcloud.git,2469,6,2.6465753424657534,469690,95435
pwittchen/ReactiveNetwork,git@github.com:pwittchen/ReactiveNetwork.git,2468,47,6.082191780821918,2657,1101
javaee-samples/javaee7-samples,git@github.com:javaee-samples/javaee7-samples.git,2468,0,8.035616438356165,53416,33470
AdoptOpenJDK/jitwatch,git@github.com:AdoptOpenJDK/jitwatch.git,2468,6,7.942465753424657,84595,3453
ozodrukh/CircularReveal,git@github.com:ozodrukh/CircularReveal.git,2468,17,6.808219178082192,1996,953
Krupen/FabulousFilter,git@github.com:Krupen/FabulousFilter.git,2467,0,4.2027397260273975,2771,310
zjw-swun/AppMethodOrder,git@github.com:zjw-swun/AppMethodOrder.git,2465,0,4.457534246575342,501,28
jdsjlzx/LRecyclerView,git@github.com:jdsjlzx/LRecyclerView.git,2463,36,5.306849315068493,19418,3246
DTStack/flinkx,git@github.com:DTStack/flinkx.git,2461,22,3.4328767123287673,89085,26160
youlookwhat/DesignPattern,git@github.com:youlookwhat/DesignPattern.git,2459,0,4.882191780821918,4637,1266
AigeStudio/WheelPicker,git@github.com:AigeStudio/WheelPicker.git,2459,0,5.772602739726027,2146,906
oasisfeng/condom,git@github.com:oasisfeng/condom.git,2453,10,4.454794520547945,3473,911
spotbugs/spotbugs,git@github.com:spotbugs/spotbugs.git,2450,46,4.841095890410959,231010,69855
saulmm/Material-Movies,git@github.com:saulmm/Material-Movies.git,2449,0,6.605479452054794,3735,967
2dxgujun/AndroidTagGroup,git@github.com:2dxgujun/AndroidTagGroup.git,2447,5,6.578082191780822,1169,257
javamelody/javamelody,git@github.com:javamelody/javamelody.git,2445,42,6.219178082191781,68280,19252
allure-framework/allure2,git@github.com:allure-framework/allure2.git,2444,43,5.284931506849315,23414,4646
JakeWharton/RxRelay,git@github.com:JakeWharton/RxRelay.git,2444,0,5.695890410958904,2505,582
FudanNLP/fnlp,git@github.com:FudanNLP/fnlp.git,2442,3,7.495890410958904,35361,15581
angryip/ipscan,git@github.com:angryip/ipscan.git,2442,25,10.2,16419,4108
JessYanCoding/ProgressManager,git@github.com:JessYanCoding/ProgressManager.git,2438,9,4.257534246575342,38902,52904
Comcast/FreeFlow,git@github.com:Comcast/FreeFlow.git,2437,1,7.920547945205479,4308,1984
