nameWithOwner,sshUrl,starsCount,releasesCount,ageInYears,loc,comments,cboMedian,ditMedian,lcomMedian
facebookarchive/network-connection-class,git@github.com:facebookarchive/network-connection-class.git,3138,2,6.47945205479452,710,232,2.5,1,0
huanghongxun/HMCL,git@github.com:huanghongxun/HMCL.git,3131,165,6.2164383561643834,45420,12516,4,1,1
eishay/jvm-serializers,git@github.com:eishay/jvm-serializers.git,3126,0,11.378082191780821,24579,3137,5,1,1
amulyakhare/TextDrawable,git@github.com:amulyakhare/TextDrawable.git,3126,0,6.890410958904109,887,43,3,1,0
airbnb/native-navigation,git@github.com:airbnb/native-navigation.git,3124,0,4.978082191780822,10196,1018,3,1,0
chenBingX/SuperTextView,git@github.com:chenBingX/SuperTextView.git,3124,30,4.394520547945206,23424,5421,2,1,0
remkop/picocli,git@github.com:remkop/picocli.git,3123,76,4.6,303462,36532,2,1,0
nicolasgramlich/AndEngine,git@github.com:nicolasgramlich/AndEngine.git,3105,0,9.8,41257,19434,3,1,1
BelooS/ChipsLayoutManager,git@github.com:BelooS/ChipsLayoutManager.git,3104,11,5.098630136986301,11987,939,3.5,1,0
Skykai521/StickerCamera,git@github.com:Skykai521/StickerCamera.git,3096,0,6.1808219178082195,17652,5510,2,1,0
alibaba/cobar,git@github.com:alibaba/cobar.git,3095,1,7.64931506849315,76551,23370,3,1,1
yipianfengye/android-adDialog,git@github.com:yipianfengye/android-adDialog.git,3094,0,5.101369863013699,2021,452,2.5,1,0
google/volley,git@github.com:google/volley.git,3088,9,4.6219178082191785,10108,4089,2,1,0
danylovolokh/VideoPlayerManager,git@github.com:danylovolokh/VideoPlayerManager.git,3087,0,6.167123287671233,4981,617,3,1,0
Col-E/Recaf,git@github.com:Col-E/Recaf.git,3079,155,4.117808219178082,36671,15178,7,2,1
liujingxing/rxhttp,git@github.com:liujingxing/rxhttp.git,3075,19,2.6246575342465754,13929,2512,6,1,3
qunarcorp/bistoury,git@github.com:qunarcorp/bistoury.git,3074,8,2.1041095890410957,118355,31077,3,1,1
JavaNoober/BackgroundLibrary,git@github.com:JavaNoober/BackgroundLibrary.git,3073,9,2.9972602739726026,10994,383,5,1,1
hongyangAndroid/Highlight,git@github.com:hongyangAndroid/Highlight.git,3070,0,5.920547945205479,1331,506,2,1,0
gabrielemariotti/RecyclerViewItemAnimators,git@github.com:gabrielemariotti/RecyclerViewItemAnimators.git,3070,0,7.049315068493151,2267,739,3,1,1
eleme/UETool,git@github.com:eleme/UETool.git,3059,8,3.315068493150685,4526,73,4,1,0
JeremyLiao/LiveEventBus,git@github.com:JeremyLiao/LiveEventBus.git,3057,0,3.1616438356164385,9997,1171,2,1,0
zwwill/yanxuan-weex-demo,git@github.com:zwwill/yanxuan-weex-demo.git,3056,0,4.008219178082192,NaN,NaN,0,1,0
requery/requery,git@github.com:requery/requery.git,3053,43,5.8191780821917805,34608,11811,3,1,0
keyboardsurfer/Crouton,git@github.com:keyboardsurfer/Crouton.git,3052,8,9.101369863013698,1578,1140,5,1,1
kunal-kushwaha/DSA-Bootcamp-Java,git@github.com:kunal-kushwaha/DSA-Bootcamp-Java.git,3051,0,0.10684931506849316,2685,465,1,1,1
jgilfelt/android-viewbadger,git@github.com:jgilfelt/android-viewbadger.git,3038,0,9.95068493150685,928,165,2,1,0
apache/incubator-doris,git@github.com:apache/incubator-doris.git,3030,8,4.079452054794521,533122,136293,4,1,0
alibaba/jetcache,git@github.com:alibaba/jetcache.git,3026,47,4.4082191780821915,16894,2184,3,1,0
undertow-io/undertow,git@github.com:undertow-io/undertow.git,3024,0,9.142465753424657,150735,48468,3,1,0
crazyandcoder/citypicker,git@github.com:crazyandcoder/citypicker.git,3016,4,5.326027397260274,8421,2461,2,1,0
anggrayudi/android-hidden-api,git@github.com:anggrayudi/android-hidden-api.git,3013,1,5.980821917808219,919,427,8.5,1,0.5
zhou-you/RxEasyHttp,git@github.com:zhou-you/RxEasyHttp.git,3011,0,4.254794520547946,12330,5053,3,1,0
pedrovgs/DraggablePanel,git@github.com:pedrovgs/DraggablePanel.git,3010,10,7.4082191780821915,2882,1710,4,1,1
xmuSistone/ViewpagerTransition,git@github.com:xmuSistone/ViewpagerTransition.git,3009,1,4.96986301369863,1050,107,2,2,0
guoguibing/librec,git@github.com:guoguibing/librec.git,3008,3,7.6657534246575345,33604,21931,6,2,1
facebookarchive/react-native-fbsdk,git@github.com:facebookarchive/react-native-fbsdk.git,3003,22,6.101369863013699,3299,2418,5.5,2,1
lovetuzitong/MultiImageSelector,git@github.com:lovetuzitong/MultiImageSelector.git,3001,2,6.421917808219178,1861,165,3,1,0
fishercoder1534/Leetcode,git@github.com:fishercoder1534/Leetcode.git,2999,0,5.1068493150684935,74214,5453,1,1,0
KingJA/LoadSir,git@github.com:KingJA/LoadSir.git,2998,6,4.016438356164383,2524,368,3,1.5,0
uber/NullAway,git@github.com:uber/NullAway.git,2995,0,4.019178082191781,18759,5418,1,1,0
woxingxiao/BubbleSeekBar,git@github.com:woxingxiao/BubbleSeekBar.git,2994,12,4.846575342465753,2529,243,2,1,1
dmytrodanylyk/android-process-button,git@github.com:dmytrodanylyk/android-process-button.git,2994,1,7.353424657534247,1137,136,4.5,2,1
Marswin/MarsDaemon,git@github.com:Marswin/MarsDaemon.git,2993,0,5.706849315068493,1701,404,2,1,0
stephanenicolas/robospice,git@github.com:stephanenicolas/robospice.git,2992,1,8.972602739726028,20931,3678,3,2,0
spockframework/spock,git@github.com:spockframework/spock.git,2979,12,10.745205479452055,55414,18411,4,1,1
Polidea/RxAndroidBle,git@github.com:Polidea/RxAndroidBle.git,2979,45,5.594520547945206,24785,3540,3,1,0
burhanrashid52/PhotoEditor,git@github.com:burhanrashid52/PhotoEditor.git,2976,13,3.6246575342465754,7312,1075,3,1,1
PowerJob/PowerJob,git@github.com:PowerJob/PowerJob.git,2975,32,1.4794520547945205,22845,24544,4,1,0
lenve/JavaEETest,git@github.com:lenve/JavaEETest.git,2967,0,4.736986301369863,303405,25910,3,1,0
immutables/immutables,git@github.com:immutables/immutables.git,2966,6,8.175342465753424,71284,25786,3,1,0
jd-alexander/LikeButton,git@github.com:jd-alexander/LikeButton.git,2960,14,5.712328767123288,1146,157,4.5,1,1
didi/LogiKM,git@github.com:didi/LogiKM.git,2960,11,1.4712328767123288,79583,6180,2,1,3
jasonross/Nuwa,git@github.com:jasonross/Nuwa.git,2958,0,5.8273972602739725,282,27,3.5,1,0
android-notes/Cockroach,git@github.com:android-notes/Cockroach.git,2957,1,4.564383561643836,1880,110,3,1,0
aragozin/jvm-tools,git@github.com:aragozin/jvm-tools.git,2957,0,9.367123287671232,31959,4745,3,1,0
yui/yuicompressor,git@github.com:yui/yuicompressor.git,2954,1,12.764383561643836,20430,6100,2,1,8
h2database/h2database,git@github.com:h2database/h2database.git,2950,12,6.416438356164384,282511,80145,5,2,3
mplushnikov/lombok-intellij-plugin,git@github.com:mplushnikov/lombok-intellij-plugin.git,2948,116,7.9150684931506845,57221,1745,2,1,0
zaaach/CityPicker,git@github.com:zaaach/CityPicker.git,2939,2,5.531506849315068,2564,132,2,1,0
zendesk/maxwell,git@github.com:zendesk/maxwell.git,2933,175,6.578082191780822,22793,963,4,1,0
udacity/Sunshine-Version-2,git@github.com:udacity/Sunshine-Version-2.git,2931,0,6.515068493150685,2767,1073,5,2,3.5
CheckChe0803/flink-recommandSystem-demo,git@github.com:CheckChe0803/flink-recommandSystem-demo.git,2927,0,2.317808219178082,11418,517,3,1,1
mxdldev/android-mvp-mvvm-flytour,git@github.com:mxdldev/android-mvp-mvvm-flytour.git,2921,11,2.7041095890410958,19500,2753,1,1,0
java8/Java8InAction,git@github.com:java8/Java8InAction.git,2920,0,7.863013698630137,3703,355,1,1,0
MindorksOpenSource/PRDownloader,git@github.com:MindorksOpenSource/PRDownloader.git,2920,5,3.824657534246575,4240,1072,1,1,0
florent37/ShapeOfView,git@github.com:florent37/ShapeOfView.git,2918,0,3.5534246575342467,3995,55,3,2,1
yarolegovich/SlidingRootNav,git@github.com:yarolegovich/SlidingRootNav.git,2912,1,4.4520547945205475,1230,63,3,1,0
trojan-gfw/igniter,git@github.com:trojan-gfw/igniter.git,2907,32,2.83013698630137,9274,438,2,1,0
yusugomori/DeepLearning,git@github.com:yusugomori/DeepLearning.git,2905,0,8.687671232876712,6807,535,4,1,0
javaee/jersey,git@github.com:javaee/jersey.git,2903,30,9.312328767123288,327171,252950,4,1,0
jacoco/jacoco,git@github.com:jacoco/jacoco.git,2900,43,9.169863013698631,52191,20884,3,1,0
ZieIony/Carbon,git@github.com:ZieIony/Carbon.git,2899,2,6.5917808219178085,57923,4277,3,1,1
edmodo/cropper,git@github.com:edmodo/cropper.git,2897,0,8.126027397260273,1329,674,4,1,1
ManuelPeinado/FadingActionBar,git@github.com:ManuelPeinado/FadingActionBar.git,2896,0,8.293150684931506,2580,688,5,2,1
JackyAndroid/AndroidChromium,git@github.com:JackyAndroid/AndroidChromium.git,2893,2,5.1808219178082195,159932,57936,3,1,0
googlesamples/android-vision,git@github.com:googlesamples/android-vision.git,2892,0,6.189041095890411,7906,4329,3,1,0
react-native-share/react-native-share,git@github.com:react-native-share/react-native-share.git,2885,62,5.942465753424657,4717,669,3,2,10
FasterXML/jackson-databind,git@github.com:FasterXML/jackson-databind.git,2883,0,9.715068493150685,6727996,851766,2,1,0
geftimov/android-pathview,git@github.com:geftimov/android-pathview.git,2882,2,6.635616438356164,1294,472,5,1,0
KunMinX/Linkage-RecyclerView,git@github.com:KunMinX/Linkage-RecyclerView.git,2880,0,2.3808219178082193,3595,1054,4,1,0
YahooArchive/anthelion,git@github.com:YahooArchive/anthelion.git,2878,0,5.868493150684931,235790,43831,6,1,1
race604/FlyRefresh,git@github.com:race604/FlyRefresh.git,2878,2,6.284931506849315,2117,108,2,1,0.5
evrencoskun/TableView,git@github.com:evrencoskun/TableView.git,2875,12,4.238356164383561,7017,3956,4,1,1
saulmm/Android-Material-Examples,git@github.com:saulmm/Android-Material-Examples.git,2874,0,6.906849315068493,1764,169,3,1,1
ballerina-platform/ballerina-lang,git@github.com:ballerina-platform/ballerina-lang.git,2873,94,4.810958904109589,489004,155967,5,1,1
zlt2000/microservices-platform,git@github.com:zlt2000/microservices-platform.git,2994,23,2.506849315068493,53163,10995,5,1,0
Marswin/MarsDaemon,git@github.com:Marswin/MarsDaemon.git,2993,0,5.706849315068493,1701,404,2,1,0
stephanenicolas/robospice,git@github.com:stephanenicolas/robospice.git,2992,1,8.972602739726028,20931,3678,3,2,0
spockframework/spock,git@github.com:spockframework/spock.git,2979,12,10.745205479452055,55414,18411,4,1,1
Polidea/RxAndroidBle,git@github.com:Polidea/RxAndroidBle.git,2979,45,5.594520547945206,24785,3540,3,1,0
burhanrashid52/PhotoEditor,git@github.com:burhanrashid52/PhotoEditor.git,2976,13,3.6246575342465754,7312,1075,3,1,1
PowerJob/PowerJob,git@github.com:PowerJob/PowerJob.git,2975,32,1.4794520547945205,22845,24544,4,1,0
Red5/red5-server,git@github.com:Red5/red5-server.git,2968,45,7.8054794520547945,16480,6924,4,1,1
lenve/JavaEETest,git@github.com:lenve/JavaEETest.git,2967,0,4.736986301369863,303405,25910,3,1,0
immutables/immutables,git@github.com:immutables/immutables.git,2966,6,8.175342465753424,71284,25786,3,1,0
jd-alexander/LikeButton,git@github.com:jd-alexander/LikeButton.git,2960,14,5.712328767123288,1146,157,4.5,1,1
didi/LogiKM,git@github.com:didi/LogiKM.git,2960,11,1.4712328767123288,79583,6180,2,1,3
jasonross/Nuwa,git@github.com:jasonross/Nuwa.git,2958,0,5.8273972602739725,282,27,3.5,1,0
jbloch/effective-java-3e-source-code,git@github.com:jbloch/effective-java-3e-source-code.git,2958,0,3.095890410958904,3292,743,1,1,0
android-notes/Cockroach,git@github.com:android-notes/Cockroach.git,2957,1,4.564383561643836,1880,110,3,1,0
yui/yuicompressor,git@github.com:yui/yuicompressor.git,2954,1,12.764383561643836,20430,6100,2,1,8
mplushnikov/lombok-intellij-plugin,git@github.com:mplushnikov/lombok-intellij-plugin.git,2948,116,7.9150684931506845,57221,1745,2,1,0
zaaach/CityPicker,git@github.com:zaaach/CityPicker.git,2939,2,5.531506849315068,2564,132,2,1,0
zendesk/maxwell,git@github.com:zendesk/maxwell.git,2933,175,6.578082191780822,22793,963,4,1,0
WeiYe-Jing/datax-web,git@github.com:WeiYe-Jing/datax-web.git,2932,5,1.8027397260273972,20584,7400,3,1,0
udacity/Sunshine-Version-2,git@github.com:udacity/Sunshine-Version-2.git,2931,0,6.515068493150685,2767,1073,5,2,3.5
CheckChe0803/flink-recommandSystem-demo,git@github.com:CheckChe0803/flink-recommandSystem-demo.git,2927,0,2.317808219178082,11418,517,3,1,1
mxdldev/android-mvp-mvvm-flytour,git@github.com:mxdldev/android-mvp-mvvm-flytour.git,2921,11,2.7041095890410958,19500,2753,1,1,0
java8/Java8InAction,git@github.com:java8/Java8InAction.git,2920,0,7.863013698630137,3703,355,1,1,0
MindorksOpenSource/PRDownloader,git@github.com:MindorksOpenSource/PRDownloader.git,2920,5,3.824657534246575,4240,1072,1,1,0
florent37/ShapeOfView,git@github.com:florent37/ShapeOfView.git,2918,0,3.5534246575342467,3995,55,3,2,1
yarolegovich/SlidingRootNav,git@github.com:yarolegovich/SlidingRootNav.git,2912,1,4.4520547945205475,1230,63,3,1,0
KeepSafe/dexcount-gradle-plugin,git@github.com:KeepSafe/dexcount-gradle-plugin.git,2908,18,6.265753424657534,6264,1616,4,1,1
trojan-gfw/igniter,git@github.com:trojan-gfw/igniter.git,2907,32,2.83013698630137,9274,438,2,1,0
yusugomori/DeepLearning,git@github.com:yusugomori/DeepLearning.git,2905,0,8.687671232876712,6807,535,4,1,0
javaee/jersey,git@github.com:javaee/jersey.git,2903,30,9.312328767123288,327171,252950,4,1,0
jacoco/jacoco,git@github.com:jacoco/jacoco.git,2900,43,9.169863013698631,52191,20884,3,1,0
ZieIony/Carbon,git@github.com:ZieIony/Carbon.git,2899,2,6.5917808219178085,57923,4277,3,1,1
edmodo/cropper,git@github.com:edmodo/cropper.git,2897,0,8.126027397260273,1329,674,4,1,1
ManuelPeinado/FadingActionBar,git@github.com:ManuelPeinado/FadingActionBar.git,2896,0,8.293150684931506,2580,688,5,2,1
JackyAndroid/AndroidChromium,git@github.com:JackyAndroid/AndroidChromium.git,2893,2,5.1808219178082195,159932,57936,3,1,0
googlesamples/android-vision,git@github.com:googlesamples/android-vision.git,2892,0,6.189041095890411,7906,4329,3,1,0
react-native-share/react-native-share,git@github.com:react-native-share/react-native-share.git,2885,62,5.942465753424657,4717,669,3,2,10
FasterXML/jackson-databind,git@github.com:FasterXML/jackson-databind.git,2883,0,9.715068493150685,6727996,851766,2,1,0
geftimov/android-pathview,git@github.com:geftimov/android-pathview.git,2882,2,6.635616438356164,1294,472,5,1,0
KunMinX/Linkage-RecyclerView,git@github.com:KunMinX/Linkage-RecyclerView.git,2880,0,2.3808219178082193,3595,1054,4,1,0
YahooArchive/anthelion,git@github.com:YahooArchive/anthelion.git,2878,0,5.868493150684931,235790,43831,6,1,1
race604/FlyRefresh,git@github.com:race604/FlyRefresh.git,2878,2,6.284931506849315,2117,108,2,1,0.5
evrencoskun/TableView,git@github.com:evrencoskun/TableView.git,2875,12,4.238356164383561,7017,3956,4,1,1
saulmm/Android-Material-Examples,git@github.com:saulmm/Android-Material-Examples.git,2874,0,6.906849315068493,1764,169,3,1,1
ballerina-platform/ballerina-lang,git@github.com:ballerina-platform/ballerina-lang.git,2873,94,4.810958904109589,489004,155967,5,1,1
dingjikerbo/Android-BluetoothKit,git@github.com:dingjikerbo/Android-BluetoothKit.git,2871,0,5.920547945205479,9337,727,2,1,0
subhra74/xdm,git@github.com:subhra74/xdm.git,2869,3,3.5342465753424657,45446,4637,2,1,1
baomidou/dynamic-datasource-spring-boot-starter,git@github.com:baomidou/dynamic-datasource-spring-boot-starter.git,2868,6,3.3643835616438356,3832,1877,4,1,0
ltsopensource/light-task-scheduler,git@github.com:ltsopensource/light-task-scheduler.git,2866,29,6.876712328767123,92023,9537,3,1,0
NotFound9/interviewGuide,git@github.com:NotFound9/interviewGuide.git,2865,0,5.3863013698630136,825,34,0,0,0
guolindev/booksource,git@github.com:guolindev/booksource.git,2865,0,4.928767123287671,8326,664,2,1,0
gouthampradhan/leetcode,git@github.com:gouthampradhan/leetcode.git,2863,0,4.501369863013698,18934,11109,2,1,1
donglua/PhotoPicker,git@github.com:donglua/PhotoPicker.git,2861,13,6.208219178082191,3151,512,3,1,0
nic-delhi/AarogyaSetu_Android,git@github.com:nic-delhi/AarogyaSetu_Android.git,2856,0,1.284931506849315,12527,569,3,1,1
watabou/pixel-dungeon,git@github.com:watabou/pixel-dungeon.git,2855,0,7.123287671232877,40817,8702,4,2,1
iwgang/CountdownView,git@github.com:iwgang/CountdownView.git,2854,3,5.909589041095891,4167,406,3,1,0
vaticle/typedb,git@github.com:vaticle/typedb.git,2853,71,5.158904109589041,48680,7824,5,1,1
SpecialCyCi/AndroidResideMenu,git@github.com:SpecialCyCi/AndroidResideMenu.git,2851,7,7.736986301369863,1080,345,4.5,1.5,0
openaphid/android-flip,git@github.com:openaphid/android-flip.git,2851,0,9.301369863013699,4894,1102,4,1,0
alibaba/QLExpress,git@github.com:alibaba/QLExpress.git,2850,0,4.484931506849315,14843,1537,3,1,0
nanchen2251/RxJava2Examples,git@github.com:nanchen2251/RxJava2Examples.git,2849,0,4.221917808219178,4230,965,2,1,0
obsidiandynamics/kafdrop,git@github.com:obsidiandynamics/kafdrop.git,2847,41,2.2849315068493152,6272,932,3,1,0
jiangqqlmj/FastDev4Android,git@github.com:jiangqqlmj/FastDev4Android.git,2847,4,5.882191780821918,20054,7476,3,1,0
CrawlScript/WebCollector,git@github.com:CrawlScript/WebCollector.git,2840,0,7.161643835616438,5287,3676,3,1,1
bmelnychuk/AndroidTreeView,git@github.com:bmelnychuk/AndroidTreeView.git,2836,0,6.575342465753424,3157,382,4,1,0
jprante/elasticsearch-jdbc,git@github.com:jprante/elasticsearch-jdbc.git,2835,19,9.26849315068493,15652,2956,3,1,1
osmandapp/OsmAnd,git@github.com:osmandapp/OsmAnd.git,2835,1,10.652054794520549,901991,54520,3,1,0
yanzhenjie/AndServer,git@github.com:yanzhenjie/AndServer.git,2831,0,5.235616438356164,13964,8089,3,1,1
apollographql/apollo-android,git@github.com:apollographql/apollo-android.git,2830,69,4.945205479452055,103247,11928,3,1,0
w446108264/XhsEmoticonsKeyboard,git@github.com:w446108264/XhsEmoticonsKeyboard.git,2830,7,6.512328767123288,7054,234,3,1,0
JulienGenoud/android-percent-support-lib-sample,git@github.com:JulienGenoud/android-percent-support-lib-sample.git,2827,2,6.205479452054795,679,94,5,2,0
jindrapetrik/jpexs-decompiler,git@github.com:jindrapetrik/jpexs-decompiler.git,2823,114,7.3342465753424655,315511,121650,3,1,1
sunfusheng/StickyHeaderListView,git@github.com:sunfusheng/StickyHeaderListView.git,2819,0,5.380821917808219,3377,365,4,1,0
AweiLoveAndroid/CommonDevKnowledge,git@github.com:AweiLoveAndroid/CommonDevKnowledge.git,2817,0,3.7315068493150685,1034,726,2,1,2
alibaba/Alink,git@github.com:alibaba/Alink.git,2817,10,2.9397260273972603,172218,22271,5,1,0
szerhusenBC/jwt-spring-security-demo,git@github.com:szerhusenBC/jwt-spring-security-demo.git,2809,3,5.471232876712329,1361,61,4,1,0
square/flow,git@github.com:square/flow.git,2803,0,7.989041095890411,3833,1931,3,1,0
mzule/ActivityRouter,git@github.com:mzule/ActivityRouter.git,2803,3,5.419178082191781,1234,139,2,1,0
VaughnVernon/IDDD_Samples,git@github.com:VaughnVernon/IDDD_Samples.git,2793,0,8.419178082191781,36937,7732,3,1,5
tronprotocol/java-tron,git@github.com:tronprotocol/java-tron.git,2793,59,3.7013698630136984,285883,27614,11,1,0
florent37/ExpectAnim,git@github.com:florent37/ExpectAnim.git,2784,1,4.5479452054794525,2968,203,4,2,1
FinalTeam/RxGalleryFinal,git@github.com:FinalTeam/RxGalleryFinal.git,2783,1,5.380821917808219,9629,2974,2,1,0
LandGrey/SpringBootVulExploit,git@github.com:LandGrey/SpringBootVulExploit.git,2781,0,1.3013698630136987,1135,76,3,1,0
jenkinsci/blueocean-plugin,git@github.com:jenkinsci/blueocean-plugin.git,2778,27,5.627397260273972,118466,16741,5,1,1
DiUS/java-faker,git@github.com:DiUS/java-faker.git,2778,0,10.263013698630138,8541,1174,4,1,0
spring-cloud/spring-cloud-kubernetes,git@github.com:spring-cloud/spring-cloud-kubernetes.git,2776,0,4.734246575342466,22726,6579,6,1,0
JoanZapata/android-pdfview,git@github.com:JoanZapata/android-pdfview.git,2776,0,8.8,3317,904,2,1,0
JakeWharton/scalpel,git@github.com:JakeWharton/scalpel.git,2774,0,7.673972602739726,771,71,2,1,0
Tencent/MSEC,git@github.com:Tencent/MSEC.git,2773,0,4.778082191780822,430026,129465,3,1,6
Teevity/ice,git@github.com:Teevity/ice.git,2772,3,8.235616438356164,10498,2211,3,1,0
JCTools/JCTools,git@github.com:JCTools/JCTools.git,2772,15,7.83013698630137,36378,11132,3,2,0
google/binnavi,git@github.com:google/binnavi.git,2766,3,6.057534246575343,2192239,176615,5,1,0
apache/nifi,git@github.com:apache/nifi.git,2765,0,6.742465753424658,1017675,277629,5,1,0
airbnb/airpal,git@github.com:airbnb/airpal.git,2760,0,7.347945205479452,12647,1286,4,1,0
bin456789/Unblock163MusicClient-Xposed,git@github.com:bin456789/Unblock163MusicClient-Xposed.git,2759,13,5.652054794520548,2742,56,4,1,0
googlearchive/android-Camera2Basic,git@github.com:googlearchive/android-Camera2Basic.git,2754,0,7.205479452054795,1752,1040,2.5,1,0
Nightonke/WoWoViewPager,git@github.com:Nightonke/WoWoViewPager.git,2748,0,5.517808219178082,9948,1979,4,2,0
north2016/T-MVP,git@github.com:north2016/T-MVP.git,2746,0,5.3342465753424655,7450,999,3,1,1
Yalantis/GuillotineMenu-Android,git@github.com:Yalantis/GuillotineMenu-Android.git,2745,2,6.235616438356164,552,30,2,1,0.5
RipMeApp/ripme,git@github.com:RipMeApp/ripme.git,2625,126,4.671232876712328,23796,3529,4,2,3
florent37/ViewAnimator,git@github.com:florent37/ViewAnimator.git,2624,3,5.715068493150685,2054,240,2,1,0
jjoe64/GraphView,git@github.com:jjoe64/GraphView.git,2624,1,10.186301369863013,3885,3163,2,1,0
liangfeidotme/MasteringAndroidDataBinding,git@github.com:liangfeidotme/MasteringAndroidDataBinding.git,2620,0,6.271232876712329,2146,88,4,2,0
wildfly/wildfly,git@github.com:wildfly/wildfly.git,2620,18,11.172602739726027,837183,342190,5,1,0
arcadefire/nice-spinner,git@github.com:arcadefire/nice-spinner.git,2620,18,6.104109589041096,947,92,3,1,0
EverythingMe/overscroll-decor,git@github.com:EverythingMe/overscroll-decor.git,2618,0,5.7972602739726025,3012,513,3,1,1
nisrulz/sensey,git@github.com:nisrulz/sensey.git,2617,13,5.824657534246575,4242,927,3,1,0
siyamed/android-shape-imageview,git@github.com:siyamed/android-shape-imageview.git,2616,2,7.021917808219178,3540,142,5,2,4
getActivity/XXPermissions,git@github.com:getActivity/XXPermissions.git,2614,39,3.232876712328767,1745,631,1.5,1,0
Pay-Group/best-pay-sdk,git@github.com:Pay-Group/best-pay-sdk.git,2613,3,4.517808219178082,3643,1541,2,1,0
jackpal/Android-Terminal-Emulator,git@github.com:jackpal/Android-Terminal-Emulator.git,2612,0,11.016438356164384,18570,5495,3,1,0
apache/curator,git@github.com:apache/curator.git,2611,0,7.52054794520548,62210,24507,3,1,0
r0adkll/Slidr,git@github.com:r0adkll/Slidr.git,2603,5,7.057534246575343,2539,794,5,1,2
cyrilmottier/GreenDroid,git@github.com:cyrilmottier/GreenDroid.git,2601,0,11.33972602739726,231422,8443,5,2,1.5
pushtorefresh/storio,git@github.com:pushtorefresh/storio.git,2600,30,7.024657534246575,42122,7314,5,1,0
googlearchive/android-ConstraintLayoutExamples,git@github.com:googlearchive/android-ConstraintLayoutExamples.git,2600,1,4.52054794520548,9367,2356,2.5,1,0
florent37/DiagonalLayout,git@github.com:florent37/DiagonalLayout.git,2595,0,4.901369863013699,1017,15,4,1,4.5
pchmn/MaterialChipsInput,git@github.com:pchmn/MaterialChipsInput.git,2595,7,4.402739726027397,2726,388,4,1,0
simple-android-framework/android_design_patterns_analysis,git@github.com:simple-android-framework/android_design_patterns_analysis.git,2594,0,6.528767123287671,256,113,1,1,0
strimzi/strimzi-kafka-operator,git@github.com:strimzi/strimzi-kafka-operator.git,2590,86,5.342465753424658,317756,26993,7,1,1
huazhiyuan2008/RecyclerViewCardGallery,git@github.com:huazhiyuan2008/RecyclerViewCardGallery.git,2590,0,5.019178082191781,549,107,3,1,0
AltBeacon/android-beacon-library,git@github.com:AltBeacon/android-beacon-library.git,2589,87,7.117808219178082,12748,4256,4,1,1
spring-projects/spring-loaded,git@github.com:spring-projects/spring-loaded.git,2588,0,8.756164383561643,45544,15486,1,1,0
ldoublem/LoadingView,git@github.com:ldoublem/LoadingView.git,2583,0,5.2164383561643834,5229,158,8,2,37
GeyserMC/Geyser,git@github.com:GeyserMC/Geyser.git,2582,0,2.16986301369863,38413,21047,5,2,0
mihaip/dex-method-counts,git@github.com:mihaip/dex-method-counts.git,2582,0,7.35068493150685,1088,511,1,1,0
yangchong211/LifeHelper,git@github.com:yangchong211/LifeHelper.git,2575,0,3.9452054794520546,63710,12037,2,1,1
deano2390/MaterialShowcaseView,git@github.com:deano2390/MaterialShowcaseView.git,2574,14,6.095890410958904,2676,236,3,1,0
spotify/docker-maven-plugin,git@github.com:spotify/docker-maven-plugin.git,2573,0,7.210958904109589,5025,895,4.5,1,0
Twitter4J/Twitter4J,git@github.com:Twitter4J/Twitter4J.git,2572,1,12.38082191780822,32837,18028,4,1,0
ata4/disunity,git@github.com:ata4/disunity.git,2572,15,8.136986301369863,4919,1567,3,1,1
brianway/webporter,git@github.com:brianway/webporter.git,2560,1,4.789041095890411,1682,142,3,1,1
dlew/joda-time-android,git@github.com:dlew/joda-time-android.git,2559,29,7.668493150684932,8372,749,2,1,2
jaydenxiao2016/AndroidFire,git@github.com:jaydenxiao2016/AndroidFire.git,2559,0,4.950684931506849,30485,5712,3,1,0
kabouzeid/Phonograph,git@github.com:kabouzeid/Phonograph.git,2556,0,6.515068493150685,39654,1694,5,1,1
rubenlagus/TelegramBots,git@github.com:rubenlagus/TelegramBots.git,2555,67,5.652054794520548,25697,5686,6,1,0
prontera/spring-cloud-rest-tcc,git@github.com:prontera/spring-cloud-rest-tcc.git,2555,0,5.764383561643836,5138,794,6,1,0
esoxjem/MovieGuide,git@github.com:esoxjem/MovieGuide.git,2554,0,5.758904109589041,2930,241,4,1,1
yingLanNull/ShadowImageView,git@github.com:yingLanNull/ShadowImageView.git,2551,0,4.457534246575342,485,76,4,1,0
facebookarchive/device-year-class,git@github.com:facebookarchive/device-year-class.git,2546,2,6.512328767123288,513,201,3,1,0
LuckyJayce/ViewPagerIndicator,git@github.com:LuckyJayce/ViewPagerIndicator.git,2544,16,6.912328767123288,4945,688,3.5,1,0.5
bitcoin-wallet/bitcoin-wallet,git@github.com:bitcoin-wallet/bitcoin-wallet.git,2540,18,9.443835616438356,36980,3691,4,1,0
KeepSafe/ReLinker,git@github.com:KeepSafe/ReLinker.git,2536,12,5.901369863013699,1367,407,2,1,0
AlexLiuSheng/CheckVersionLib,git@github.com:AlexLiuSheng/CheckVersionLib.git,2534,10,4.958904109589041,4681,542,2,1,0
ikarus23/MifareClassicTool,git@github.com:ikarus23/MifareClassicTool.git,2529,0,8.572602739726028,13698,5322,9,3,3
